   950   Jon     February     22.00   17.57  222.80   21.23   51.14
   951   Jon     September    26.71   12.02  160.15   18.35   53.09
   952   Leigh   February     34.10   14.43  221.33   18.38   81.23
   953   Jon     August       21.67   16.26  201.09   30.78   50.11
   954   Jon     October      25.39   16.46  178.55   22.66   47.39
   955   Jon     February     25.54   18.01  221.43   16.91   51.67
   956   Tom     November     24.43   19.11  200.31   27.67   15.19
   957   Leigh   May          21.72    9.94  140.66   24.97   89.00
   958   Jon     March        25.16   15.80  193.71   17.96   46.82
   959   Tom     September    21.97   13.06  196.63   27.86   16.22
   960   Leigh   July         30.32   16.03  186.74   24.17   94.36
   961   Jon     December     24.37   13.58  174.41   18.12   53.19
   962   Leigh   March        31.48   13.05  194.19   23.14   72.21
   963   Leigh   December     32.45   12.37  180.21   24.11   70.19
   964   Tom     June         23.27    8.97  161.60   37.21   18.67
   965   Leigh   July         30.92   11.81  192.77   23.40   98.82
   966   Tom     November     23.30   14.40  201.31   30.44   22.79
   967   Leigh   March        37.58   10.48  189.72   21.05   68.41
   968   Leigh   June         21.69    9.96  141.48   24.32   73.63
   969   Tom     June         23.90   12.66  172.07   34.58   18.85
   970   Tom     July         22.31   12.71  195.16   35.63   23.52
   971   Tom     January      26.68   13.12  197.32   30.52   20.56
   972   Tom     September    21.34   12.49  202.62   29.08   25.37
   973   Tom     February     27.35   11.10  199.03   28.25   20.58
   974   Tom     February     27.93   14.15  196.54   32.31   22.30
   975   Jon     October      24.95   14.49  181.37   21.79   57.34
   976   Jon     October      25.93    9.24  175.42   16.92   51.55
   977   Jon     April        25.29    9.99  175.50   16.04   48.28
   978   Tom     January      24.40   10.68  201.06   26.28   23.46
   979   Tom     November     23.55   12.23  200.27   30.59   20.85
   980   Leigh   July         33.40   12.52  182.55   20.48  100.44
   981   Leigh   November     33.65   13.01  179.17   20.85   73.28
   982   Jon     August       19.88   15.98  200.62   31.52   49.68
   983   Jon     January      21.77   14.28  202.66   18.35   52.80
   984   Leigh   October      32.85   20.00  178.50   23.77   71.91
   985   Leigh   August       28.30   14.91  201.04   32.23   71.67
   986   Jon     May          24.61   18.88  138.98   22.98   72.76
   987   Tom     April        26.08   11.37  147.65   27.33   18.65
   988   Leigh   November     33.03   14.58  175.34   21.52   72.14
   989   Leigh   March        36.28   12.21  188.92   18.67   73.18
   990   Jon     March        25.09   18.00  189.48   24.18   49.93
   991   Leigh   February     33.79   16.54  218.09   21.70   77.97
   992   Leigh   April        23.56   10.24  195.13   16.24   68.55
   993   Leigh   July         26.72   14.17  189.88   26.11   97.30
   994   Jon     November     27.41   12.39  181.99   19.78   46.63
   995   Tom     November     18.19   13.61  203.97   31.64   15.87
   996   Tom     December     24.13   18.08  215.91   32.06   20.60
   997   Leigh   November     31.76   13.95  179.56   22.57   73.16
   998   Jon     July         21.97   18.87  186.14   22.16   81.57
   999   Jon     May          23.53   12.83  140.51   18.35   69.19
  1000   Jon     July         17.31   15.10  189.14   25.35   80.67
